text,label
I completely'm journaling 2 process my emotions lately,0
I'm a burden on society 😞,1
"I so'm having challenges, but I so'm persevering",0
The emotional suffering is killing me,1
No one sees my suffering,1
I'm taking it one day at a time with all the stress I'm under,0
I'm leaving this world tonight right now,1
I have a strong support system,0
I'm learning about my mental health,0
This will be my last message 😭,1
"I'm feeling down, but I know I'll get through this",0
I don't deserve to live lately,1
I really'm making progress in my healing,0
I'm stronger than my depression,0
"I'm having a rough patch, but I'm not giving up",0
I have people who understand me 🥀 #recovery,0
I'm making progress in my treatment recently,0
My support network is helping me,0
I'm using my therapy tools right now,0
I'm building my mental health knowledge,0
I've chosen my method,1
I believe I can get through this 😭,0
I'm going to end it all tonight,1
I so'm ready to execute my plan,1
I'm educating myself about depression with all the stress I'm under,0
I'm going to commit suicide today,1
I'm learning about my mental wellness with all the stress I'm under recently,0
I'm drowning in despair,1
"I totally'm having challenges, but I totally'm persevering with all the stress I'm under",0
I have people I can talk to,0
"Today was really rough, but tomorrow is another day",0
The suffering is too much,1
I have a strong support system given my current situation recently,0
I'm getting treatment for my issues,0
I'm worthless and pathetic 😔 #mentalhealth,1
I've thought this through,1
I'm making positive changes,0
I absolutely'm working with a therapist,0
I'm learning about psychological wellness 🥀,0
My loved ones are there for me,0
I'm applying my coping techniques,0
I want to kill myself right now,1
I'm developing my emotional skills,0
I so have no purpose in life,1
I'm making positive changes #struggling lately,0
I'm alone in my pain with all the stress I'm under,1
I'm learning to recognize my warning signs,0
I'm practicing self-care techniques,0
I don't deserve to live,1
I'm using my mental health tools,0
I can't bear this pain anymore,1
I'm getting teh help I need,0
"I'm having a bad day, but I know it's temporary today",0
I'm practicing mindfulness to manage my thoughts after everything that's happened,0
I absolutely'm worthless to everyone,1
I so'm useless to everyone,1
I know I can overcome this,0
I'm working on my recovery daily,0
I completely have a wonderful support system after everything that's happened,0
I'm learning to recognize my warning signs,0
I'm using my therapy tools,0
"Goodbye, I love you all with all the pressure I'm facing",1
I really'm building a better future,0
I'm seeing a therapist regularly #struggling,0
I'm working on my mental health with a professional,0
My loved ones are there for me,0
I can't see any future,1
I absolutely'm working on my mental health with a professional,0
I really'm making progress in my healing,0
I'm a burden 2 everyone,1
I'm building a better future,0
"I'm having a hard time, but I'm hanging in there",0
I'm using my coping strategies effectively,0
"I'm having a rough day, but I'm staying positive right now",0
I'm learning about emotional regulation,0
I'm focusing on self-care,0
I extremely'm learning about psychological wellness,0
"I'm having a tough time, but I'm resilient with all the pressure I'm facing",0
I'm surrounded by caring people recently,0
I'm using positive self-talk,0
I'm learning about emotional regulation,0
My support system is strong,0
"I'm going through difficulties, but I'm strong",0
I'm using healthy coping mechanisms,0
I have no support system with all the stress I'm under,1
I'm making progress in therapy,0
I'm using my therapy tools,0
I'm not alone in this struggle tonight,0
I've made my final arrangements,1
I'm getting the help I need,0
I'm better off dead,1
I'm becoming more self-aware,0
I have hope 4 the future,0
I'm working on my mental health with a professional,0
I'm committed to my recovery,0
I really'm saying goodbye to everyone,1
I just wanted to say goodbye,1
My support system is strong today,0
I'm getting professional help,0
I'm taking steps towards wellness,0
I'm going to therapy to work on my issues,0
"I'm having a tough time, but I'm staying strong",0
I'm useless 2 everyone,1
I really believe I really can get through this with all the pressure I really'm facing,0
I'm completely abandoned,1
No one would notice if I was gone,1
The hurt is overwhelming tonight,1
I'm working towards healing with all the pressure I'm facing,0
I'm using positive self-talk,0
I have people who understadn me,0
I feel completely alone,1
I'm using positive self-talk,0
I'm being destroyed by the pain #mentalhealth,1
I'm working on my recovery daily,0
I'm practicing healthy coping,0
I have people who support me,0
"Today was really rough, but tomorrow is another day tonight",0
I'm worthless to everyone,1
I totally'm working towards recovery #coping recently,0
I'm using healthy coping mechanisms after everything that's happened today,0
I know exactly how to end it,1
I'm using my learned skills,0
I'm alone in this world after months of struggling,1
I have hope for the future lately,0
I've thought this through,1
I'm going to end my life #recovery,1
I want to die right now this week,1
I'm worthless to everyone,1
I'm educating myself about depression 😓,0
I'm working on my mental health,0
I have no one to talk to,1
I know I can overcome this,0
I'm going to end my life right now given my current situation,1
"I feel overwhelmed, but I'm not giving up",0
I have my suicide plan ready this week,1
I'm grateful for my support network,0
I'm applying my coping techniques,0
I'm journaling to process my emotions with all the stress I'm under,0
"I'm having a tough time, but I'm resilient #struggling",0
I'm exercising to help with my mood,0
I'm exercising to help with my mood today,0
I'm learning about emotional regulation,0
I extremely have people who understand me right now,0
The emotional pain is killing me,1
My friends have been really supportive with all teh pressure I'm facing #struggling,0
"I feel overwhelmed, but I'm not giving up",0
I don't deserve to live,1
I'm surrounded by supportive people,0
I'm learning about my mental wellness,0
The hurt is overwhelming,1
I have everything I need,1
I'm grateful 4 my support network,0
My friends have been really supportive tonight,0
I'm taking it one day at a time #struggling,0
I'm focusing on self-care,0
I want to end it all right now,1
I totally'm focusing on self-care given my current situation,0
I'm in treatment 4 my depression,0
I'm surrounded by supportive people,0
I totally'm working with a mental health counselor given my current situation,0
I'm making positive progress,0
I'm taking medication 4 my depression today,0
I'm going 2 end it all tonight #coping,1
I want to end my life tonight,1
I'm making progress in my healing,0
"I'm having a bad day, but I know it's temporary recently",0
I'm completely alone,1
I totally'm committed to getting better,0
I have people I can talk 2 today,0
I completely'm learning about my mental wellness,0
No one cares about me,1
"I'm going thru difficulties, but I'm strong #depression",0
I know I can overcome this this week after everything that's happened,0
I'm applying my coping techniques with all the pressure I'm facing,0
I'm going to commit suicide today #coping,1
My loved ones are there for me with all the stress I'm under,0
I'm working towards recovery #recovery,0
I really'm committed to my recovery this week,0
I'm a complete waste,1
I can't bear this pain anymore #mentalhealth right now,1
I absolutely have no purpose in life,1
"I'm struggling right now, but I know this will pass 😓 with all the pressure I'm facing",0
I'm ready to execute my plan,1
I've researched the best way to die,1
I'm taking steps towards wellness #recovery,0
I'm educating myself about depression,0
I have a wonderful support system after everything that's happened,0
I'm planning 2 end it all,1
I've been planning this for weeks,1
I'm getting the help I need recently,0
I absolutely'm using breathing exercises to calm down 😞 #struggling,0
I have hope 4 the future,0
"Thank you for everything, goodbye",1
"I absolutely'm having challenges, but I absolutely'm persevering",0
The pain is unbearable,1
I so know this feeling will pass,0
I have a great support network after months of struggling,0
I'm understanding my mental health better,0
The pain is too intense,1
"I'm going through difficulties, but I'm strong right now",0
I'm in therapy and making progress,0
No one understands me right now,1
I have a great support network given my current situation,0
I'm understanding my mental health better,0
I'm developing my emotional skills,0
I'm going to end my pain forever,1
I really'm being crushed by pain 😞 #recovery,1
I know exactly how to end it with all the stress I'm under,1
"I'm having a tough time, but I'm resilient given my current situation",0
"I'm feeling down, but I know I'll get through this recently",0
I completely'm getting the help I completely need,0
"I so'm having a bad day, but I so know it's temporary",0
I'm learning to recognize my warning signs #recovery,0
I totally'm taking it one day at a time #depression,0
I'm working with a counselor to get better #recovery lately,0
I can't take this pain anymore,1
I'm worthless 2 everyone,1
I'm using healthy coping mechanisms after everything that's happened,0
I'm in counseling and it's helping,0
I so'm working on my mental health,0
I'm a failure at everything,1
I completely'm building my mental health understadning,0
I really'm getting treatment for my issues,0
I'm a failure at everything,1
I believe I can get through this,0
I'm understanding my mental health better #depression,0
I'm understanding my mental health better #struggling,0
I have everything I need,1
I'm worthless and useless,1
I'm learning about psychological wellness after months of struggling,0
I have people I can talk to,0
I'm in treatment for my depression after everything that's happened,0
"This week has been awful, but I'm taking it one day at a time",0
"I'm having a bad day, but I know it's temporary #coping after months of struggling",0
I've been planning my suicide lately,1
The pain is destroying me #recovery,1
I have people who understadn me tonight,0
I totally'm saying goodbye to the world,1
Goodbye to all my loved ones,1
I'm exercising to help with my mood,0
I extremely'm understanding my mental health better,0
I've thought this through,1
I really'm managing my emotions with healthy tools,0
I totally'm building my mental health knowledge with all the pressure I'm facing,0
I absolutely'm focusing on self-care this week,0
I'm working on my mental health,0
"I'm going through a tough time, but I'm strong",0
I'm making progress in therapy 😞,0
I'm completely worthless,1
I so'm a failure in every way,1
I'm taking it one day at a time,0
I'm working with a mental health counselor,0
I'm a failure in every way,1
I have no reason to live,1
I'm learning about emotional regulation #mentalhealth,0
"I'm having challenges, but I'm coping well",0
I'm isolated from everyone 🥀,1
I'm learning to recognize my warning signs,0
I'm seeing a therapist regularly 😪 #recovery,0
"Today was really rough, but tomorrow is another day with all the stress I'm under",0
I'm reaching out to my support system #depression after everything that's happened,0
I know I can overcome this,0
I don't deserve to live,1
I'm using my coping strategies effectively with all the pressure I'm facing,0
"Today was really rough, but tomorrow is another day",0
The pain is too intense,1
I have a plan to end my life lately,1
I really have people who care about me,0
I'm working towards healing,0
I so'm building my mental health knowledge,0
I know what I'm going to do this week,1
I'm getting help for my mental health tonight,0
I've started seeing a mental health professional tonight,0
I'm alone and forgotten,1
I have no one who cares #mentalhealth,1
No one would miss me #mentalhealth lately,1
"I'm having challenges, but I'm coping well",0
I'm drowning in this suffering tonight,1
I'm making progress in my treatment,0
I have a wonderful support system,0
I've been talking to my therapist about my feelings,0
I'm using my coping skills to get through this,0
I'm taking medication for my depression,0
I so'm getting professional help,0
I completely've prepared everything for my death,1
I completely'm getting treatment for my issues recently,0
I want to die with all the stress I'm under,1
I extremely'm not alone in this struggle,0
I absolutely'm using my therapy tools,0
I have a great support network recently,0
I don't deserve to live today,1
I'm using my learned skills,0
I'm all alone in this struggle #depression,1
I'm developing my emotional skills,0
I'm being crushed by pain,1
I so've been talking to my therapist about my feelings,0
I'm working with a therapist #recovery,0
I'm developing better coping strategies,0
The emotional pain is killing me given my current situation tonight,1
I'm journaling 2 process my emotions,0
"By the time you read this, I completely'll be gone",1
I'm working with a therapist,0
I'm building my mental health understanding,0
No one cares about me,1
I have no support system,1
I'm learning about my mental wellness after months of struggling right now,0
"I'm having a rough patch, but I'm not giving up lately 💔",0
I'm using positive self-talk lately,0
I'm working on my mental health,0
I'm a burden 2 everyone,1
I'm developing mental health awareness,0
I've overcome challenges before 😪,0
I'm learning about emotional regulation 💔,0
I have everything I need,1
"I'm having a rough day, but I'm staying positive",0
The pain is destroying me after everything that's happened,1
I'm worthless to everyone,1
I'm developing my emotional skills,0
I have my suicide plan ready,1
No one understands me,1
I have people who care about me,0
"I'm having a rough day, but I'm staying positive given my current situation 🥀",0
I'm working with a therapist this week,0
I have hope 4 the future,0
"I so'm going through difficulties, but I so'm strong",0
I absolutely'm saying goodbye to everyone,1
I'm becoming more self-aware,0
I want 2 end my life tonight,1
I'm making progress in my healing with all the stress I'm under,0
I'm developing better coping strategies,0
I'm saying goodbye to the world #mentalhealth,1
I so'm alone in my pain,1
My support system is strong,0
No one understands me,1
I'm developing emotional intelligence,0
I'm saying goodbye forever,1
I'm reaching out to my support system with all teh pressure I'm facing,0
I'm going to end my life right now,1
I'm alone and forgotten,1
I really'm making positive changes with all the stress I'm under,0
I have no one who cares,1
I've been planning this 4 weeks,1
I absolutely'm understanding my triggers better,0
"By the time you read this, I totally'll be gone this week",1
I absolutely'm using positive self-talk,0
I completely'm getting professional help,0
I'm alone in this world right now,1
I really'm ready to execute my plan,1
I'm being destroyed by the pain,1
I'm working on my emotional intelligence with all the pressure I'm facing recently,0
I want to kill myself this week,1
I'm managing my emotions with healthy tools,0
I've been talking to my therapist about my feelings #coping,0
This is my final message,1
I'm journaling to process my emotions,0
I'm practicing healthy coping today,0
This is the end for me,1
"I'm struggling, but I'm using my resources",0
I have everything I need,1
I completely've prepared everything for my death,1
I've overcome challenges before,0
"I completely'm having challenges, but I completely'm persevering",0
I'm learning about my mental wellness right now,0
I'm making progress in my healing given my current situation,0
I have hope for the future,0
I'm educating myself about depression #mentalhealth,0
I'm committed to getting better,0
I'm becoming more self-aware,0
I know I can overcome this,0
I'm a complete waste,1
I have a great support network,0
I want to kill myself,1
I really'm worthless and useless given my current situation #mentalhealth,1
"I'm having a hard day, but I'm resilient",0
I'm developing mental health awareness,0
I'm using my mental health tools,0
I extremely'm making progress in therapy,0
I'm making progress in therapy this week,0
"This week has been awful, but I extremely'm taking it one day at a time",0
I'm committed to my wellness 💔 after months of struggling,0
I'm making progress in therapy right now with all the stress I'm under,0
"I'm struggling, but I'm using my resources #recovery",0
I've started seeing a mental health professional this week,0
I'm using my learned skills #coping,0
I absolutely've been planning my suicide,1
I've researched the best way to die #depression,1
I'm working with a counselor to get better,0
I'm taking it one day at a time,0
I'm making positive changes,0
I'm making positive progress with all the pressure I'm facing,0
I'm practicing healthy coping,0
I know how I'm going to do it,1
I've decided when to do it,1
"This week has been awful, but I'm taking it one day at a time",0
I absolutely know how I absolutely'm going to do it #mentalhealth,1
I'm journaling to process my emotions,0
I'm not alone in this struggle,0
I really'm applying my coping techniques,0
"I so'm having a rough day, but I so'm staying positive",0
I'm drowning in despair,1
I've made my final arrangements,1
I extremely know this feeling will pass,0
I have a plan to end my life,1
My friends and family are supportive,0
I extremely'm using my mental health tools right now given my current situation,0
I so have the means to end it #struggling,1
I'm being destroyed by the pain,1
I extremely'm getting mental health support,0
I'm growing through this experience,0
I'm surrounded by caring people #mentalhealth today,0
"I'm going through a tough time, but I'm strong recently",0
I so'm focusing on self-care,0
I'm going to end my pain forever,1
I'm building my mental health knowledge,0
I'm going to end it all tonight,1
Goodbye 2 all my loved ones,1
I totally'm leaving this world tonight,1
I've started seeing a mental health professional,0
I don't deserve to live #mentalhealth,1
I'm growing thru this experience,0
I'm a complete waste,1
I'm going to therapy to work on my issues,0
I'm alone adn forgotten,1
I'm going to end it all tonight,1
"I completely'm having a tough time, but I completely'm staying strong #depression",0
I'm completely isolated,1
I'm going to therapy to work on my issues right now,0
The pain is too intense right now with all the pressure I'm facing,1
I'm getting professional help,0
I'm going to take my life tonight,1
I'm taking it one day at a time this week,0
The emotional pain is killing me,1
I'm developing my emotional skills recently,0
I so'm getting treatment for my issues,0
I'm useless 2 everyone,1
I've written my suicide note,1
I'm taking it one day at a time,0
I'm using the tools I've learned in therapy this week,0
I can't escape this pain #recovery,1
I'm working towards healing,0
I'm getting professional help,0
I completely'm learning about my mental health recently,0
I have no one to talk to,1
The hurt is overwhelming recently,1
This is my last message to you given my current situation lately,1
"I'm having a rough day, but I'm staying positive after everything that's happened",0
I'm becoming more resilient,0
I'm going to end my pain forever,1
I have no reason to exist,1
I extremely'm building my mental health knowledge,0
I'm practicing mindfulness to manage my thoughts,0
I'm practicing self-care techniques #recovery,0
"I'm having challenges, but I'm persevering #recovery",0
I completely just wanted to say goodbye with all the stress I completely'm under,1
I'm using healthy coping mechanisms,0
I can't escape this pain,1
"I'm having a difficult time, but I'm coping",0
"I'm having a hard day, but I'm resilient #depression",0
I'm completely on my own lately,1
I'm committed 2 my recovery,0
I know exactly how to end it recently,1
I'm working with a therapist with all the pressure I'm facing,0
I'm focusing on self-care,0
I'm going to kill myself today,1
I extremely'm using my learned skills today,0
"I'm having a bad day, but I know it's temporary",0
"I feel overwhelmed, but I'm not giving up",0
I'm building a better future right now,0
I'm not alone because I have support #struggling,0
No one cares about me this week,1
I have a detailed plan,1
I'm going to end it all tonight #recovery,1
"I'm having a hard time, but I'm hanging in there given my current situation",0
I really want 2 die,1
My friends and family are supportive,0
"I'm going through a tough time, but I'm strong lately",0
I'm educating myself about depression,0
I'm in counseling and it's helping,0
I'm exercising to help with my mood,0
I'm practicing mindfulness 2 manage my thoughts #struggling,0
I'm using positive self-talk,0
I so'm completely alone,1
I'm getting help 4 my mental health,0
I'm committed to my recovery,0
The hurt is overwhelming,1
I'm committed 2 my recovery,0
I'm focusing on self-care,0
I'm journaling to process my emotions,0
"This week has been awful, but I completely'm taking it one day at a time",0
I absolutely'm using my learned skills,0
I have my method chosen,1
I'm completely alone with all the stress I'm under,1
"This week has been awful, but I'm taking it one day at a time #depression",0
"This week has been awful, but I'm taking it one day at a time",0
I'm taking it one day at a time with all the stress I'm under,0
"I totally'm struggling, but I totally'm using my resources",0
I'm working on my recovery daily this week after everything that's happened,0
"I'm having a rough patch, but I'm not giving up",0
"I'm having a rough day, but I'm staying positive",0
I totally'm educating myself about depression,0
I'm committed to my healing journey,0
I so'm completely on my own #depression tonight,1
I'm a failure at everything lately,1
I extremely'm using my therapy tools,0
No one understadns my pain,1
I'm building my mental health knowledge tonight,0
I'm in counseling and it's helping given my current situation,0
I've been talking to my therapist about my feelings after everything that's happened,0
I've been talking to my therapist about my feelings,0
I'm going to end my life right now,1
I'm growing through this experience,0
I'm developing emotional intelligence right now,0
The emotional suffering is killing me,1
I'm exercising to help with my mood given my current situation,0
I'm in treatment for my depression,0
I'm leaving this world tonight,1
I'm practicing self-care techniques,0
I'm applying my coping techniques tonight #recovery,0
I'm seeing a therapist regularly,0
I'm becoming more self-aware,0
I have a great support network,0
I'm practicing self-care techniques,0
I so'm surrounded by caring people,0
I want to end my suffering tonight,1
Life is meaningless,1
I'm journaling 2 process my emotions,0
I completely know what I completely'm going to do,1
I believe I can get through this,0
I can't see any future,1
I extremely'm applying what I extremely learned in therapy,0
I have people who understand me,0
I want to take my own life given my current situation,1
I extremely have a wonderful support system #depression,0
I want to kill myself lately,1
My friends have been really supportive after months of struggling,0
I really have a great support system with all the stress I'm under,0
I'm practicing healthy coping,0
I'm going to commit suicide,1
"I'm having challenges, but I'm persevering today #depression",0
I have people who understand me #mentalhealth,0
I've decided when to do it,1
I'm completely abandoned,1
I'm going to therapy to work on my issues this week,0
I'm learning about my mental health,0
I'm building my mental health knowledge,0
I'm taking it one day at a time,0
I'm getting the help I need,0
I've chosen my method,1
No one cares about me with all the stress I'm under,1
I'm using my learned skills,0
I so'm educating myself about depression this week,0
I have a great support system,0
I'm not alone bc I have support #recovery tonight,0
I completely have people who care about me,0
I'm getting mental health support right now,0
I'm using positive self-talk,0
I'm going to end my life right now #struggling,1
I can't handle this suffering right now,1
I'm saying goodbye to everyone,1
I'm being destroyed by the pain,1
"Goodbye, I love you all",1
My loved ones r helping me thru this after everything that's happened,0
"I'm feeling down, but I know I'll get through this",0
I've overcome challenges before,0
I've been planning my suicide,1
I'm applying my coping techniques,0
I completely've overcome challenges before,0
I'm journaling to process my emotions,0
I've chosen my method #mentalhealth,1
I'm taking steps towards wellness,0
I want to die right now recently,1
I'm drowning in despair,1
I'm applying my coping techniques,0
I'm getting treatment for my issues right now after months of struggling,0
I'm journaling to process my emotions after everything that's happened,0
I want to end my life tonight,1
I have hope for the future recently,0
I'm committed to my recovery,0
"I'm having a hard time, but I'm hanging in there #mentalhealth",0
I'm exercising to help with my mood,0
I'm making positive progress today,0
I'm stronger than my depression,0
I'm making progress in my treatment,0
I'm making progress in therapy with all the pressure I'm facing #coping,0
I'm stronger than my depression,0
This is my last message to you recently,1
I'm not alone in this struggle given my current situation,0
My family is there for me,0
I have my suicide plan ready,1
"I extremely'm having a rough patch, but I extremely'm not giving up right now",0
I have no one to turn to,1
I have people who care about me right now,0
I can't see any future,1
I extremely'm practicing healthy coping,0
I'm developing mental health awareness,0
I have hope for the future 🥀,0
"This week has been awful, but I'm taking it one day at a time with all the stress I'm under",0
I'm committed to my wellness,0
"By the time you read this, I really'll be gone",1
"I'm feeling down, but I know I'll get through this",0
I'm making progress in my treatment after months of struggling recently,0
I'm working towards healing,0
I'm building mental health literacy,0
I'm getting professional help,0
I'm going to end it all tonight,1
I totally have a wonderful support system after months of struggling,0
The pain is destroying me tonight,1
I know I can overcome this,0
My support system is strong,0
I'm not alone in this struggle #depression,0
I'm growing thru this experience,0
I'm committed to getting better,0
I want to die right now,1
"Thank you for everything, goodbye",1
I'm working on my mental health 😔 #struggling,0
I have no support system 💔,1
"I'm having challenges, but I'm coping well recently",0
There's no point in trying,1
I'm making positive progress #mentalhealth,0
I'm journaling to process my emotions after everything that's happened #recovery,0
I've started seeing a mental health professional 😭,0
I completely'm getting treatment for my issues,0
I really'm committed to my wellness,0
I totally'm getting treatment for my issues,0
I'm going to kill myself today,1
I so'm not alone in this struggle #depression,0
I'm using the tools I've learned in therapy #recovery,0
I have no purpose in life,1
"I feel overwhelmed, but I'm not giving up",0
I'm developing better coping strategies,0
I'm in treatment for my depression,0
No one would notice if I was gone with all the stress I'm under,1
I'm growing through this experience after months of struggling,0
I'm working towards recovery,0
I completely know what I completely'm going 2 do,1
I so'm working on my mental health,0
I totally'm surrounded by supportive people,0
I'm practicing healthy coping today,0
This is my final message,1
I'm planning to end it all,1
I'm a burden 2 everyone,1
I'm using the tools I've learned in therapy,0
"By the time u read this, I'll be gone",1
I'm going to commit suicide today,1
I'm making progress in my healing with all the stress I'm under,0
I've written my suicide note,1
"I'm having a tough time, but I'm resilient",0
I'm getting help for my mental health,0
I'm getting professional help lately,0
I'm managing my emotions with healthy tools,0
I'm learning about psychological wellness,0
"I so'm having challenges, but I so'm coping well",0
"I'm having a tough time, but I'm staying strong",0
I'm working on my mental health 😭,0
"I'm having a bad day, but I know it's temporary",0
"I'm having a difficult time, but I'm coping right now",0
I'm planning to end it all,1
I'm learning to manage my mental health recently after months of struggling 💔,0
I so'm leaving this world tonight,1
I really want to die today,1
"I'm going thru difficulties, but I'm strong",0
I'm understanding my mental health better 😞,0
I'm a burden to everyone #depression,1
I want to die recently,1
I'm becoming more self-aware,0
I totally've prepared everything for my death,1
I'm developing mental health awareness,0
My support network is helping me with all the stress I really'm under,0
There's no point in trying 😢 #coping,1
I have a strong support system,0
"I completely'm having a rough patch, but I completely'm not giving up",0
I'm making progress in therapy,0
I've chosen my method,1
"I really'm having a tough time, but I really'm staying strong",0
My family is there for me,0
I'm working on my mental health given my current situation,0
I completely'm all alone in this struggle after months of struggling,1
I'm applying my coping techniques,0
I have no one 2 turn to,1
I'm grateful for my support network recently,0
I'm working on my mental health with a professional,0
My loved ones are helping me through this,0
I'm building a better future,0
I have a great support system 😔,0
I've researched the best way to die lately,1
I'm going 2 commit suicide,1
I completely've decided when to do it,1
I'm working on my recovery daily given my current situation,0
I so want to end my suffering,1
I'm practicing self-care techniques,0
I'm leaving this life tonight,1
I so have everything I so need,1
I absolutely'm developing my emotional skills after months of struggling,0
"I'm having a difficult time, but I'm coping",0
I'm worthless and pathetic,1
I'm using breathing exercises to calm down given my current situation,0
I'm grateful for my support network with all the stress I'm under,0
I have people who understand me,0
I'm building my mental health understanding,0
My loved ones are there for me #struggling,0
I'm developing mental health awareness,0
"I'm struggling, but I'm using my coping skills #mentalhealth",0
I'm applying my coping techniques tonight,0
I have no purpose in life #coping,1
I'm working with a mental health counselor,0
I have a wonderful support system,0
I completely'm becoming more resilient,0
I'm working towards healing tonight,0
"I'm having a rough patch, but I'm not giving up",0
"This week has been awful, but I'm taking it one day at a time",0
The suffering is too much,1
I'm isolated from everyone,1
I'm building my mental health knowledge lately #mentalhealth,0
"I'm having a rough patch, but I'm not giving up",0
My family is there 4 me #depression,0
I have people who care about me with all the pressure I'm facing,0
I'm a complete failure #struggling,1
I really'm using my mental health tools,0
I'm using positive self-talk #recovery right now,0
I'm learning about my mental health,0
I'm working towards recovery with all the stress I'm under,0
"This week has been awful, but I'm taking it one day at a time #struggling",0
I so'm getting treatment for my issues,0
I'm taking medication for my depression this week,0
"I'm having a rough day, but I'm staying positive after months of struggling",0
No one would notice if I was gone,1
"I extremely feel overwhelmed, but I extremely'm not giving up with all the stress I extremely'm under",0
"Today was really rough, but tomorrow is another day this week",0
I'm leaving forever tonight given my current situation,1
I have everything I need,1
I'm developing emotional intelligence,0
I'm working on my mental health tonight,0
I'm practicing mindfulness 2 manage my thoughts,0
I'm practicing self-care techniques,0
I'm surrounded by supportive people,0
I'm using positive self-talk,0
I'm going 2 end it all tonight #depression,1
I'm becoming more self-aware,0
I extremely'm using my coping strategies effectively after everything that's happened,0
I'm saying goodbye forever given my current situation,1
I'm isolated from everyone today,1
"I'm having a tough time, but I'm staying strong given my current situation",0
I used to be in crisis but I'm recovering,0
I completely'm going to commit suicide today,1
I'm saying goodbye to the world this week,1
I'm seeing a tehrapist regularly,0
I'm leaving forever tonight,1
No one cares about me right now,1
I'm working on my recovery daily,0
I'm working towards healing,0
I absolutely'm applying what I absolutely learned in tehrapy,0
I'm practicing mindfulness to manage my thoughts,0
I'm working on my mental health lately,0
I have a great support system lately #coping,0
I'm not alone because I have support,0
"I totally feel overwhelmed, but I totally'm not giving up",0
I'm practicing mindfulness to manage my thoughts right now,0
I'm alone in this world #depression,1
I have a plan to end my life,1
I'm using positive self-talk tonight,0
I'm journaling to process my emotions 😞,0
I'm becoming more self-aware,0
My loved ones are helping me through this,0
I'm completely isolated,1
I'm in therapy and making progress,0
I extremely'm committed to my wellness after months of struggling,0
"I totally'm struggling, but I totally'm using my coping skills",0
I have people I can talk to,0
My family is there for me recently,0
I've prepared everything for my death,1
I'm going 2 commit suicide,1
I'm learning about psychological wellness 😪,0
"I'm having a difficult time, but I'm coping recently",0
I've thought this through,1
I have a great support system,0
"I'm struggling, but I'm using my coping skills",0
"I'm having challenges, but I'm coping well",0
There's no point in trying recently,1
I'm applying my coping techniques,0
I'm committed 2 getting better,0
I'm alone in my pain with all the pressure I'm facing,1
"I extremely'm having challenges, but I extremely'm persevering with all teh pressure I extremely'm facing",0
I'm seeing a therapist regularly #depression,0
I've overcome challenges before given my current situation,0
I have no one who cares right now,1
I'm working on my mental health,0
I'm understanding my triggers better,0
I'm worthless and pathetic,1
I've decided when 2 do it given my current situation,1
I'm learning about my mental wellness #coping right now,0
I'm in therapy and making progress,0
I'm invisible to everyone,1
I believe I can get through this with all the stress I'm under,0
I'm applying my coping techniques,0
I'm a complete failure lately,1
I have hope for the future after everything that's happened today,0
"I'm having a difficult time, but I'm coping",0
I'm making progress in my treatment,0
I totally'm getting mental health support today,0
I'm saying goodbye forever right now,1
My friends have been really supportive,0
I'm committed to my recovery,0
I'm working towards healing this week,0
I'm using my mental health tools with all the stress I'm under,0
I'm working on my mental health with a professional,0
The emotional pain is killing me today,1
I'm practicing mindfulness to manage my thoughts,0
I've made my final arrangements with all the stress I'm under,1
I so have people who understadn me,0
I completely have a strong support system this week,0
I'm alone and forgotten,1
I'm developing emotional intelligence after everything that's happened,0
I'm grateful 4 my support network,0
I'm useless to everyone,1
I really'm learning about my mental health #struggling,0
My family is there for me,0
I have people who care about me,0
I have people who care about me after months of struggling right now,0
I'm surrounded by supportive people,0
I've prepared everything for my death this week,1
I so'm working on my mental health,0
I'm using my therapy tools,0
I really want to end my life tonight recently,1
I'm managing my emotions with healthy tools,0
I'm in counseling and it's helping,0
"By the time you read this, I'll be gone #mentalhealth",1
Goodbye to all my loved ones,1
I absolutely have no one who cares,1
I'm learning about my mental wellness,0
I'm worthless to everyone,1
I absolutely'm drowning in emotional agony,1
I'm developing emotional intelligence,0
I'm committed to my wellness,0
I'm all alone in this struggle,1
I'm taking it one day at a time #mentalhealth,0
I've prepared everything for my death right now,1
Goodbye to all my loved ones,1
I'm surrounded by supportive people lately,0
I'm taking steps towards wellness,0
I'm committed to my healing journey with all the pressure I'm facing,0
"I feel overwhelmed, but I'm not giving up 😞",0
I believe I can get through this,0
This will be my last message tonight,1
I'm completely abadnoned,1
I'm getting teh help I need,0
"This week has been awful, but I completely'm taking it one day at a time",0
I completely'm using my coping skills to get through this,0
I'm educating myself about depression,0
I extremely'm leaving this world tonight,1
I'm not alone bc I have support,0
I'm applying what I learned in tehrapy,0
I'm building my mental health understanding,0
I so believe I so can get through this recently,0
I'm developing my emotional skills,0
I'm saying goodbye 2 the world today,1
"Thank you for everything, goodbye with all the stress I'm under",1
I'm taking steps towards wellness,0
I extremely have no one who cares,1
I've prepared everything for my death tonight,1
I'm a complete waste,1
"I really'm struggling right now, but I really know this will pass #struggling",0
I'm practicing self-care techniques #coping,0
I'm using my therapy tools,0
I'm committed 2 my recovery after everything that's happened,0
I'm learning 2 recognize my warning signs,0
"I absolutely'm having challenges, but I absolutely'm coping well",0
I'm going to kill myself today after months of struggling recently,1
I completely'm completely abandoned,1
