text,label
I'm getting teh treatment I need,0
I extremely have people who support me,0
I want to kill myself right now,1
I'm working with a therapist #mentalhealth,0
I'm exercising to help with my mood,0
I'm getting treatment for my issues #struggling,0
I'm making progress in my treatment,0
I've been planning my suicide right now,1
"I'm having a tough time, but I'm staying strong 😓",0
I have a plan to end my life,1
I know I can overcome this,0
I'm working on my mental health recently,0
"I'm having a tough time, but I'm staying strong",0
I'm saying goodbye 2 everyone,1
I'm learning about my mental wellness lately,0
I'm understanding my mental health better,0
I'm committed to my recovery,0
"I'm having a rough day, but I'm staying positive",0
I'm developing mental health awareness,0
I have my suicide plan ready,1
I so'm building my mental health understanding today given my current situation,0
The suffering is too much,1
I'm working towards healing,0
I'm committed 2 my recovery after months of struggling,0
I'm alone in my pain,1
I can't see any future,1
My friends and family are supportive,0
I'm a burden to everyone recently,1
I'm using my coping skills to get through this #depression,0
The hurt is overwhelming given my current situation,1
"I'm struggling today, but I'm managing",0
I'm working on my mental health with a professional with all the pressure I'm facing,0
I have a great support network recently,0
I completely'm saying goodbye to everyone with all teh pressure I completely'm facing,1
I have no support system,1
I'm focusing on self-care,0
I'm working on my mental health,0
"I really'm having a tough time, but I really'm staying strong",0
I'm grateful for my support network,0
I'm exercising 2 help with my mood with all the stress I'm under,0
I'm in counseling and it's helping,0
I'm ready to execute my plan #coping,1
I'm building my mental health understadning,0
I'm stronger than my depression,0
This is my final message recently,1
I can't escape this pain,1
"Today was really rough, but tomorrow is another day today",0
I just wanted to say goodbye,1
I'm making progress in my healing,0
I'm learning to manage my mental health,0
I have people who support me,0
"I'm having a hard day, but I'm resilient",0
I'm alone in my pain,1
I'm working on my mental health #depression,0
"I'm going through difficulties, but I'm strong",0
I'm working on my mental health,0
I've overcome challenges before after everything that's happened,0
I'm working with a mental health counselor,0
I absolutely have a great support system after everything that's happened,0
I'm going 2 take my life tonight,1
The pain is overwhelming me,1
I have a plan to end my life #mentalhealth,1
I'm learning about my mental health,0
I absolutely'm going to end my life right now,1
I'm developing emotional intelligence after months of struggling,0
I really'm in counseling and it's helping,0
"Goodbye, I love you all",1
I really'm a complete waste,1
I've researched the best way 2 die,1
I'm being destroyed by the pain,1
I'm getting the treatment I need,0
"I'm having challenges, but I'm coping well",0
"I'm struggling right now, but I know this will pass right now",0
I'm taking it one day at a time #recovery,0
I've prepared everything 4 my death recently,1
I'm stronger than my depression today,0
I'm working with a therapist,0
I'm surrounded by caring people,0
I so'm in counseling and it's helping,0
I've started seeing a mental health professional,0
I really'm surrounded by supportive people,0
I totally'm worthless and useless,1
I'm making progress in tehrapy,0
I'm going to kill myself today,1
I've overcome challenges before,0
"I'm having a rough patch, but I'm not giving up",0
I absolutely'm completely on my own,1
I'm stronger than my depression,0
I'm not alone because I have support,0
I'm working on my mental health with a professional #coping,0
I'm practicing healthy coping given my current situation #coping,0
I'm working with a mental health counselor,0
"I so feel overwhelmed, but I so'm not giving up",0
I have a strong support system after everything that's happened,0
"I'm struggling right now, but I know this will pass",0
I'm learning about emotional regulation after everything that's happened,0
I'm learning 2 recognize my warning signs,0
I so'm committed 2 my recovery,0
I'm working on my recovery daily recently,0
No one would notice if I was gone,1
I have people who support me #coping,0
I have the means to end it with all the stress I'm under #struggling,1
I'm learning 2 recognize my warning signs,0
I'm educating myself about depression,0
My friends and family are supportive tonight,0
I'm getting treatment for my issues,0
I'm leaving forever tonight,1
I totally'm worthless and useless,1
I'm taking it one day at a time with all the stress I'm under,0
I really have people who care about me,0
"I'm having a tough time, but I'm resilient",0
I have people who care about me,0
"I'm struggling right now, but I know this will pass",0
I'm practicing healthy coping after months of struggling,0
I'm going to end my pain forever,1
I'm getting treatment for my issues after months of struggling,0
I've decided when 2 do it 😓,1
"I'm going through difficulties, but I'm strong",0
I'm practicing self-care techniques with all the pressure I'm facing,0
I'm making progress in therapy this week,0
"I'm having a rough day, but I'm staying positive",0
Goodbye to everyone I completely love,1
I'm using my coping skills to get through this,0
I've overcome challenges before #recovery,0
I'm making progress in my healing #recovery,0
"I'm going thru difficulties, but I'm strong",0
I'm learning to manage my mental health after months of struggling,0
I'm going to end my life #mentalhealth,1
"I really'm struggling, but I really'm using my coping skills",0
"I really'm struggling right now, but I really know this will pass",0
I'm developing better coping strategies given my current situation lately 💔,0
I'm working on my mental health,0
I'm educating myself about depression,0
I know exactly how to end it #recovery,1
I have a strong support system,0
"I'm having a tough time, but I'm staying strong",0
"I'm having a hard day, but I'm resilient",0
I'm grateful for my support network,0
I'm going to end my pain forever right now,1
I have people who care about me #mentalhealth,0
"I completely'm struggling today, but I completely'm managing",0
I really'm not alone because I really have support after everything that's happened 😞,0
I'm working towards recovery,0
I want to kill myself,1
I'm committed to my wellness #mentalhealth with all the pressure I'm facing,0
I'm using breathing exercises 2 calm down #coping,0
My support system is strong,0
"I so'm having a rough patch, but I so'm not giving up",0
I'm taking steps towards wellness,0
I know I can overcome this,0
I know this feeling will pass 😔 #struggling,0
I'm learning about psychological wellness,0
I'm useless 2 everyone,1
I have people I can talk to today,0
I'm building my mental health knowledge right now,0
I've been talking to my therapist about my feelings,0
I want to kill myself with all the pressure I'm facing,1
I'm learning about psychological wellness,0
I'm applying what I learned in therapy after months of struggling,0
"I'm having a bad day, but I know it's temporary #struggling after everything that's happened",0
I'm working with a mental health counselor,0
"This week has been awful, but I'm taking it one day at a time with all teh stress I'm under #recovery",0
I'm committed 2 my healing journey,0
I'm exercising to help with my mood #coping recently,0
I totally'm taking medication for my depression lately,0
I'm surrounded by supportive people,0
I absolutely'm applying what I absolutely learned in tehrapy,0
This will be my last message after everything that's happened #recovery,1
My loved ones are helping me through this,0
I'm developing my emotional skills given my current situation #coping,0
I'm learning about my mental health,0
I'm making progress in my healing,0
"This week has been awful, but I'm taking it one day at a time recently",0
I'm being consumed by pain,1
I really've prepared everything for my death,1
I'm not alone in this struggle,0
I'm making positive progress,0
I completely've been talking to my therapist about my feelings right now,0
I have a strong support system with all the pressure I'm facing,0
I'm working towards healing with all the pressure I'm facing,0
The pain is unbearable,1
I'm educating myself about depression this week,0
I'm leaving this life tonight lately #coping,1
I'm developing mental health awareness,0
This is my last goodbye,1
I really want to die,1
"I completely feel overwhelmed, but I completely'm not giving up",0
I absolutely'm using positive self-talk right now,0
"I'm having challenges, but I'm coping well after everything that's happened",0
I really'm getting help for my mental health this week,0
I'm saying goodbye to the world,1
I'm isolated from everyone,1
I'm making positive changes,0
"I so'm having challenges, but I so'm persevering",0
"I'm struggling today, but I'm managing #recovery after everything that's happened",0
I'm working on my emotional intelligence,0
I'm building mental health literacy right now,0
I'm being consumed by pain,1
I'm in therapy and making progress #struggling,0
"I'm struggling, but I'm using my resources",0
I've researched the best way to die,1
The pain is overwhelming me,1
I'm being destroyed by the pain lately,1
"I totally'm having a bad day, but I totally know it's temporary",0
"I'm feeling down, but I know I'll get thru this",0
"I'm having a rough day, but I'm staying positive",0
I'm building a better future,0
I'm isolated from everyone,1
I've been talking to my therapist about my feelings,0
I have people who understadn me,0
I so'm learning to recognize my warning signs,0
I totally'm going 2 end my pain forever,1
"This week has been awful, but I'm taking it one day at a time today",0
I completely'm saying goodbye to the world,1
I can't see any future right now,1
I'm stronger than my depression #coping,0
I'm making positive progress,0
"I'm having a difficult time, but I'm coping this week",0
I'm practicing healthy coping,0
I'm educating myself about depression,0
I've made my final arrangements,1
I absolutely'm worthless 2 everyone 😓,1
I know exactly how 2 end it,1
I'm making positive progress,0
I'm building mental health literacy,0
I'm using positive self-talk,0
I'm working on my recovery daily right now,0
I'm applying my coping techniques,0
I'm working with a mental health counselor,0
I'm getting help for my mental health #mentalhealth,0
I want to end my life tonight #depression,1
I'm working on my mental health with a professional #recovery,0
My friends have been really supportive,0
"I'm having a hard day, but I'm resilient right now",0
I'm practicing self-care techniques this week,0
No one would notice if I really was gone,1
I have people who care about me right now,0
I want to end my life tonight with all the pressure I'm facing #recovery,1
"I'm having a hard day, but I'm resilient",0
I'm growing through this experience,0
I'm using breathing exercises 2 calm down today,0
I'm in treatment for my depression after months of struggling,0
I'm in therapy and making progress today,0
I'm getting professional help given my current situation,0
I've been talking 2 my therapist about my feelings,0
I completely'm building my mental health knowledge,0
I'm using breathing exercises to calm down,0
I have no one to talk to,1
"I'm having a hard time, but I'm hanging in there 😢",0
"I'm having a difficult time, but I'm coping after everything that's happened",0
"I'm struggling, but I'm using my coping skills after everything that's happened recently",0
I really'm working on my mental health,0
I'm understanding my triggers better,0
Goodbye to all my loved ones #mentalhealth,1
I'm saying goodbye forever,1
My loved ones are there for me,0
I so've overcome challenges b4 given my current situation,0
I totally'm making progress in my healing,0
"I'm having a hard time, but I'm hanging in there 😭 #struggling",0
I completely'm working towards recovery #struggling after months of struggling,0
I'm learning about my mental wellness,0
I'm leaving this life tonight recently,1
I'm focusing on self-care,0
I have people I can talk to,0
I absolutely'm going to commit suicide,1
I'm a failure at everything after months of struggling #struggling,1
"I'm having a hard day, but I'm resilient",0
I'm getting help for my mental health,0
I'm committed 2 my wellness,0
I'm getting help for my mental health,0
"I'm having a rough day, but I'm staying positive",0
"I'm struggling right now, but I know this will pass",0
I'm working towards healing tonight,0
"I'm struggling right now, but I know this will pass",0
I'm working on my mental health,0
I'm making positive changes,0
I've decided when to do it 😞,1
I extremely'm practicing self-care techniques,0
I'm developing better coping strategies #coping,0
"I totally'm struggling, but I totally'm using my coping skills",0
I totally'm building my mental health understanding,0
I'm learning to manage my mental health,0
The emotional pain is killing me today,1
I'm completely abandoned,1
I'm growing through this experience after months of struggling,0
I've prepared everything for my death 😪,1
The emotional pain is killing me,1
I'm growing through this experience,0
I'm working on my mental health with a professional,0
I'm seeing a therapist regularly,0
I so'm taking steps towards wellness #recovery,0
I have a strong support system,0
I totally know I totally can overcome this lately after months of struggling,0
I'm leaving forever tonight given my current situation,1
I'm working on my mental health with all the pressure I'm facing,0
My friends and family are supportive right now,0
I'm going to end my life with all the stress I'm under,1
I'm becoming more self-aware,0
I'm leaving forever tonight after months of struggling,1
I'm leaving this world tonight after everything that's happened,1
I so'm using my mental health tools,0
My family is there for me,0
I'm getting the help I need,0
I really'm completely worthless,1
I know I can overcome this with all the pressure I'm facing,0
My loved ones are helping me through this #coping tonight,0
I so know exactly how to end it,1
My family is there for me,0
I'm taking steps towards wellness #mentalhealth,0
I have hope for the future after months of struggling,0
I'm working on my emotional intelligence with all the pressure I'm facing,0
I'm completely on my own this week,1
I'm growing through this experience #recovery,0
"I'm having a difficult time, but I'm coping",0
I'm going to end my life,1
I know what I'm going to do with all the stress I'm under,1
This is my final farewell 😪 #coping,1
I absolutely'm committed to my wellness given my current situation this week,0
I'm getting the treatment I need #recovery,0
I'm all alone in this struggle,1
I'm getting mental health support,0
I'm getting mental health support #mentalhealth,0
I absolutely'm a complete failure tonight,1
I'm using my coping strategies effectively with all the stress I'm under,0
I'm practicing mindfulness 2 manage my thoughts,0
I'm working on my emotional intelligence,0
My friends and family are supportive this week,0
I'm developing mental health awareness tonight,0
I've thought this through,1
I'm working on my emotional intelligence,0
My friends have been really supportive,0
"I'm having a bad day, but I know it's temporary",0
I'm building my mental health knowledge lately,0
I absolutely'm stronger than my depression,0
I have a wonderful support system,0
"This week has been awful, but I'm taking it one day at a time",0
I'm using positive self-talk right now #struggling,0
I'm making progress in my healing after months of struggling,0
I can't see any future,1
I'm working on my emotional intelligence tonight,0
"I feel overwhelmed, but I'm not giving up lately",0
I'm stronger than my depression,0
I'm building my mental health knowledge,0
I'm getting treatment for my issues tonight,0
I'm not alone because I have support lately,0
I'm journaling to process my emotions,0
I don't deserve to live,1
I'm being destroyed by the pain tonight,1
This is my last goodbye #struggling,1
I completely'm saying goodbye to the world tonight,1
I have people who understand me,0
"I'm having a tough time, but I'm resilient",0
I'm committed to my wellness,0
I have a wonderful support system #recovery,0
I absolutely can't escape this pain,1
"I'm having challenges, but I'm coping well",0
I'm working towards recovery,0
I extremely'm applying my coping techniques,0
"I'm going through a tough time, but I'm strong",0
"I totally'm going through a tough time, but I totally'm strong",0
I'm committed to my wellness,0
I extremely'm taking steps towards wellness,0
I've made my final arrangements with all the pressure I'm facing,1
I extremely'm focusing on self-care,0
I'm useless to everyone,1
"I'm having challenges, but I'm coping well",0
I'm getting help for my mental health today,0
I'm surrounded by supportive people,0
I'm seeing a therapist regularly,0
"I'm having a rough patch, but I'm not giving up",0
I've prepared everything for my death,1
My support system is strong,0
I'm getting help for my mental health,0
I absolutely'm working with a therapist,0
"I'm going through difficulties, but I'm strong lately",0
I'm working towards healing,0
No one cares about me,1
I'm managing my emotions with healthy tools,0
"By the time you read this, I'll be gone",1
I totally'm building mental health literacy after months of struggling,0
I have no purpose in life,1
"I extremely'm having a difficult time, but I extremely'm coping",0
I so'm practicing self-care techniques,0
I have a wonderful support system,0
I'm taking steps towards wellness,0
I've been researching suicide methods,1
I'm getting help for my mental health lately,0
I'm practicing healthy coping,0
I'm stronger than my depression,0
I know this feeling will pass,0
I'm practicing self-care techniques,0
My loved ones are helping me through this,0
I'm making progress in my healing #struggling,0
I'm focusing on self-care recently,0
I'm invisible 2 everyone,1
My support system is strong,0
I'm planning to end it all,1
Life is meaningless,1
Goodbye to all my loved ones today,1
I know what I'm going to do,1
I have people who care about me,0
I'm working on my emotional intelligence #depression,0
I'm in treatment for my depression,0
I'm committed to my recovery,0
I'm worthless and useless,1
I'm drowning in emotional pain with all the pressure I'm facing,1
I totally've been talking to my therapist about my feelings,0
I have no one to talk to with all the stress I'm under,1
"I'm going through a tough time, but I'm strong #recovery",0
"I'm struggling right now, but I know this will pass",0
I've chosen my method,1
I have people who understand me,0
"I'm having a difficult time, but I'm coping today",0
I'm in therapy and making progress recently,0
I'm drowning in despair,1
I'm learning about emotional regulation,0
I'm making positive progress after everything that's happened,0
"I'm feeling down, but I know I'll get through this",0
"I'm having challenges, but I'm persevering",0
I'm isolated from everyone,1
"I feel overwhelmed, but I'm not giving up",0
I'm going to end my life this week after months of struggling,1
I'm going 2 end my pain forever,1
"I'm having a rough day, but I'm staying positive #recovery",0
This is my final goodbye to all with all the pressure I'm facing,1
I'm focusing on self-care,0
I'm in therapy and making progress #recovery,0
I have a strong support system,0
I believe I can get through this,0
I'm stronger than my depression,0
I can't bear this pain anymore,1
I'm in treatment for my depression,0
I'm journaling to process my emotions,0
I want to take my own life,1
I have people who care about me 😞,0
"I'm having a rough day, but I'm staying positive lately",0
I'm educating myself about depression with all the pressure I'm facing,0
I'm using my coping skills to get through this #depression with all the stress I'm under,0
"I'm going thru difficulties, but I'm strong",0
I can't escape this pain this week,1
I really'm becoming more resilient,0
I'm going to kill myself today,1
I absolutely'm committed 2 my healing journey,0
This is my last goodbye,1
I'm using breathing exercises 2 calm down,0
I'm getting the help I need,0
I'm practicing healthy coping,0
I'm isolated from everyone,1
I totally'm a failure in every way #mentalhealth with all the pressure I totally'm facing,1
I have a wonderful support system,0
"I feel overwhelmed, but I'm not giving up recently",0
I so'm better off dead with all the pressure I'm facing,1
I'm becoming more resilient,0
I've started seeing a mental health professional after everything that's happened,0
"Today was really rough, but tomorrow is another day #recovery",0
I'm becoming more resilient with all the stress I'm under #recovery,0
My loved ones are helping me through this,0
The pain is overwhelming me,1
I'm better off dead,1
"I'm having a difficult time, but I'm coping with all the pressure I'm facing today",0
The suffering is too much,1
I'm seeing a therapist regularly recently 😭,0
My family is there for me #depression,0
I'm managing my emotions with healthy tools #recovery,0
I have a wonderful support system,0
I'm alone in this world with all the pressure I'm facing,1
I'm making positive progress right now,0
I'm working towards recovery,0
I extremely've been planning my suicide lately #struggling,1
I extremely'm using my coping strategies effectively,0
I'm getting help for my mental health,0
I'm committed to my recovery right now,0
"I'm having a tough time, but I'm staying strong",0
I so'm using my learned skills,0
This will be my last message,1
I'm in therapy and making progress after months of struggling,0
I'm using my therapy tools,0
I completely'm working towards recovery,0
I totally'm managing my emotions with healthy tools,0
I'm going 2 kill myself today,1
I'm getting mental health support 😓,0
My support network is helping me,0
I so'm making progress in my treatment,0
I'm using my mental health tools #coping,0
I absolutely'm making positive changes right now,0
I have people who understand me,0
This will be my last message right now #coping,1
I'm reaching out to my support system with all the stress I'm under 😪,0
I'm surrounded by caring people,0
"I'm having a rough day, but I'm staying positive",0
My friends and family are supportive,0
I'm developing emotional intelligence given my current situation #recovery,0
I'm not alone in this struggle,0
I'm reaching out to my support system #recovery,0
I'm using my coping skills to get through this #recovery,0
Life is meaningless,1
I'm going to end my life right now,1
I'm taking steps towards wellness right now with all the pressure I'm facing,0
"I'm having challenges, but I'm coping well",0
I'm getting treatment for my issues this week,0
I totally really want 2 die,1
I'm working with a therapist #mentalhealth,0
I have a wonderful support system,0
I know I can overcome this lately,0
I extremely'm not alone because I extremely have support,0
I'm making progress in my healing,0
"I'm having a bad day, but I know it's temporary",0
"I'm having a tough time, but I'm staying strong given my current situation",0
My support system is strong,0
I have people who support me,0
I'm learning to manage my mental health,0
"I'm having challenges, but I'm persevering",0
My family is there for me this week,0
I really want to die,1
I'm in therapy and making progress,0
I'm learning 2 recognize my warning signs,0
I really'm surrounded by caring people #depression,0
I'm learning about my mental wellness tonight,0
I'm in constant agony,1
I'm learning to recognize my warning signs after months of struggling,0
I really'm using my mental health tools today given my current situation,0
I completely have a wonderful support system after everything that's happened,0
My support network is helping me,0
I'm seeing a therapist regularly,0
I'm going to take my life tonight,1
This is my final message,1
I totally'm using my mental health tools right now,0
I've started seeing a mental health professional with all the pressure I'm facing,0
I'm educating myself about depression #depression,0
I have people I can talk to #coping,0
I totally'm educating myself about depression,0
I'm learning about psychological wellness,0
"I'm going through a tough time, but I'm strong #coping",0
"I'm struggling today, but I'm managing",0
I'm committed to my healing journey this week,0
I'm leaving forever tonight,1
I completely'm in therapy and making progress,0
I'm seeing a therapist regularly,0
I want 2 take my own life,1
I'm completely alone,1
I'm not alone in this struggle,0
I'm using healthy coping mechanisms,0
I'm not alone because I have support,0
I extremely'm educating myself about depression,0
I'm developing emotional intelligence with all the pressure I'm facing,0
I'm going to commit suicide #depression,1
My friends and family are supportive 🥀,0
I've started seeing a mental health professional after everything that's happened,0
This will be my last message,1
My support network is helping me,0
I totally'm making positive changes,0
I'm working towards healing,0
I'm applying what I learned in therapy,0
I'm a complete waste,1
I'm using the tools I've learned in therapy,0
I have a great support network,0
I extremely'm using the tools I extremely've learned in therapy,0
I'm journaling to process my emotions,0
I really'm using my coping skills to get through this,0
I'm working on my mental health,0
I'm using breathing exercises to calm down,0
I so'm in counseling and it's helping #struggling,0
I extremely'm learning to manage my mental health,0
I'm taking it one day at a time lately,0
This is my final goodbye,1
I'm using healthy coping mechanisms,0
"I'm having a rough patch, but I'm not giving up with all the stress I'm under",0
My loved ones are helping me through this,0
I know how I'm going to do it with all the pressure I'm facing,1
"I'm having challenges, but I'm persevering",0
Goodbye to everyone I love,1
I've been talking to my therapist about my feelings,0
I so'm going to end my life right now,1
I'm in therapy and making progress,0
I'm building my mental health understanding,0
"I'm struggling right now, but I know this will pass",0
I have a great support network,0
"I'm feeling down, but I know I'll get through this",0
I so'm a burden to everyone,1
I'm in counseling and it's helping,0
I'm going to therapy to work on my issues,0
I'm planning to end it all,1
"I'm struggling, but I'm using my resources",0
I'm committed to my wellness #depression,0
I have no one who cares,1
I extremely'm committed to my recovery,0
I completely'm making progress in my treatment after everything that's happened #coping,0
I'm invisible to everyone,1
I'm drowning in this suffering #depression,1
I want 2 end my suffering,1
I absolutely'm making progress in my treatment,0
I'm useless 2 everyone #recovery,1
This is my final farewell,1
I really'm focusing on self-care,0
I'm developing mental health awareness,0
I'm applying my coping techniques 😔 #depression,0
I'm better off dead 💔,1
I'm grateful for my support network,0
My loved ones are there for me lately 😔,0
I really'm useless to everyone with all the pressure I really'm facing,1
I'm learning about emotional regulation #recovery,0
I totally'm completely abandoned,1
"I'm feeling down, but I know I'll get through this",0
"I'm struggling, but I'm using my resources this week",0
I'm grateful 4 my support network,0
I've started seeing a mental health professional,0
I extremely'm using healthy coping mechanisms,0
I'm learning to recognize my warning signs #coping,0
I totally'm taking medication 4 my depression,0
I'm working towards recovery,0
I want to end it all right now,1
I'm going to take my life tonight,1
I can't see any future,1
I extremely'm making progress in tehrapy,0
No one would notice if I was gone,1
I'm being destroyed by the pain,1
I extremely'm understanding my mental health better,0
I'm getting treatment for my issues this week,0
I'm getting professional help,0
I absolutely'm working on my mental health with a professional 😔 #recovery,0
I extremely'm using my learned skills,0
I completely've prepared everything for my death,1
I'm working with a counselor to get better,0
I'm taking it one day at a time,0
I have people who care about me with all the pressure I'm facing,0
I have a detailed plan,1
I'm stronger than my depression,0
I'm in treatment for my depression,0
I'm working towards recovery today,0
I'm not alone in this struggle with all the stress I'm under,0
I have people who care about me,0
I have people I can talk to lately,0
My loved ones are there for me,0
I have a great support network,0
The pain is destroying me,1
I'm not alone in this struggle,0
I have hope for the future,0
I'm developing mental health awareness,0
This is my final goodbye 2 all #recovery this week,1
My loved ones are there for me,0
The suffering is too much today,1
"I'm having a tough time, but I'm resilient",0
I've prepared everything for my death,1
I'm committed to my wellness,0
I'm becoming more resilient,0
I'm using my learned skills lately,0
I really have a wonderful support system,0
I'm developing better coping strategies 😞 #struggling,0
I'm committed to my recovery,0
I'm drowning in emotional agony after everything that's happened,1
I have no reason to exist,1
"I'm having a hard day, but I'm resilient",0
I'm working on my mental health,0
This is my final goodbye to all,1
My support network is helping me,0
I've overcome challenges before,0
I absolutely'm developing emotional intelligence tonight,0
I absolutely'm exercising to help with my mood,0
I'm not alone in this struggle,0
I'm working with a mental health counselor,0
I'm completely isolated,1
I've been planning this for weeks,1
I'm committed to my recovery recently,0
I'm a complete failure,1
I absolutely'm being consumed by pain with all the pressure I'm facing,1
I absolutely'm understanding my triggers better,0
The pain is overwhelming me,1
I'm a complete failure,1
I so'm building my mental health understanding,0
The emotional pain is killing me,1
"I completely'm having a rough day, but I completely'm staying positive #recovery",0
I'm making progress in my healing #struggling with all the pressure I'm facing,0
I'm working on my mental health,0
"I'm having a bad day, but I know it's temporary",0
I totally'm learning to recognize my warning signs tonight,0
I'm seeing a therapist regularly #struggling,0
I absolutely know what I absolutely'm going to do,1
I'm getting mental health support,0
I so'm drowning in this suffering,1
"I'm having a tough time, but I'm staying strong 😔",0
I believe I can get through this right now,0
I really'm taking steps towards wellness this week,0
I'm getting the help I need 😔,0
I'm applying my coping techniques,0
I'm making positive changes,0
I'm using positive self-talk this week,0
I'm going to therapy to work on my issues with all the stress I'm under,0
I know this feeling will pass,0
I'm focusing on self-care #coping after everything that's happened,0
I completely'm committed 2 getting better,0
I so'm working with a mental health counselor,0
I'm making progress in therapy #struggling,0
I have people who care about me,0
I'm learning about psychological wellness,0
"I'm having a tough time, but I'm resilient",0
I'm managing my emotions with healthy tools,0
My support system is strong with all the stress I totally'm under,0
"This week has been awful, but I'm taking it one day at a time today",0
I've thought this through,1
I'm developing emotional intelligence,0
"I'm having a difficult time, but I'm coping with all the stress I'm under #coping",0
I'm a complete failure #struggling,1
I absolutely want 2 die right now,1
I absolutely'm committed to getting better after months of struggling,0
I just wanted to say goodbye,1
I'm all alone in this struggle,1
I'm leaving this life tonight #struggling,1
I extremely'm working towards recovery,0
I so'm educating myself about depression #depression,0
The suffering is too much,1
I so'm working with a therapist,0
I'm working on my mental health with a professional right now,0
I completely'm applying my coping techniques,0
I really want 2 kill myself right now,1
I'm using positive self-talk,0
I completely'm drowning in emotional pain lately,1
I'm using my coping strategies effectively,0
I'm developing my emotional skills,0
I totally've overcome challenges before,0
I totally'm educating myself about depression,0
I completely'm learning about emotional regulation this week with all the stress I'm under,0
I'm exercising 2 help with my mood,0
This is my final goodbye to all,1
I completely'm working towards healing #coping,0
I'm committed 2 my healing journey given my current situation,0
I know exactly how to end it,1
My loved ones are helping me through this with all the pressure I completely'm facing tonight,0
My support system is strong recently,0
I've chosen my method this week,1
"I totally'm having a tough time, but I totally'm staying strong",0
I'm applying what I learned in therapy,0
I'm understanding my mental health better 💔 #mentalhealth,0
I'm invisible to everyone after months of struggling,1
I'm committed to my healing journey,0
I'm applying my coping techniques,0
I'm learning about my mental health,0
I have people who support me,0
I've decided when to do it this week,1
My loved ones are helping me through this with all the stress I'm under,0
I want to end my life tonight,1
I'm focusing on self-care,0
I extremely'm not alone in this struggle,0
I'm a burden to everyone,1
I completely've decided when to do it,1
I absolutely'm completely alone,1
I really'm saying goodbye forever with all the stress I really'm under,1
I've overcome challenges before today,0
I'm getting treatment for my issues,0
I have no one to turn to,1
I totally'm getting mental health support,0
I've chosen my method,1
I'm surrounded by supportive people,0
"I'm having challenges, but I'm persevering lately",0
No one cares about me,1
I'm getting mental health support,0
I believe I can get through this,0
"I'm going through a tough time, but I'm strong this week",0
I'm ready to execute my plan right now,1
"I really'm struggling, but I really'm using my resources",0
"Today was really rough, but tomorrow is another day lately after months of struggling",0
I'm a burden on society,1
I'm not alone in this struggle,0
I just wanted to say goodbye,1
"I'm having a bad day, but I know it's temporary",0
I'm getting the treatment I need,0
"I'm struggling, but I'm using my resources",0
I totally'm developing mental health awareness,0
"I absolutely'm struggling today, but I absolutely'm managing",0
"I'm having a bad day, but I know it's temporary 😭",0
I've thought this through this week,1
"I'm going through difficulties, but I'm strong",0
I extremely'm using the tools I extremely've learned in therapy given my current situation,0
I'm working on my mental health,0
"I'm having a hard day, but I'm resilient",0
I absolutely'm using the tools I absolutely've learned in therapy,0
No one would miss me,1
I'm working towards recovery,0
Life is meaningless,1
The pain is destroying me #coping,1
This is my final farewell after everything that's happened recently,1
"This week has been awful, but I completely'm taking it one day at a time",0
I'm surrounded by supportive people #mentalhealth,0
I'm learning about psychological wellness,0
"I'm having a hard time, but I'm hanging in there",0
I'm completely on my own,1
I so'm building mental health literacy,0
I extremely have my suicide plan ready,1
I'm not alone in this struggle,0
I have people I can talk to,0
I know I can overcome this,0
I really'm learning about my mental wellness,0
I'm alone in my pain,1
No one would notice if I was gone,1
I have no one to turn to,1
I have people who support me,0
I have a great support system #depression,0
My support network is helping me,0
I'm getting treatment for my issues recently,0
I'm planning to end it all,1
I'm using healthy coping mechanisms,0
"I'm going through a tough time, but I'm strong",0
I know this feeling will pass lately,0
I'm not alone because I have support,0
I'm going to end my life,1
I'm being consumed by pain,1
"I'm having a tough time, but I'm staying strong",0
I'm alone adn forgotten recently,1
I so'm focusing on self-care,0
I'm being crushed by pain,1
This is my final goodbye #coping,1
I'm making progress in my healing given my current situation,0
No one would notice if I was gone,1
"I'm struggling right now, but I know this will pass",0
I'm taking it one day at a time,0
I'm a failure at everything with all teh stress I'm under,1
I'm in therapy and making progress 😪 #struggling recently,0
"I'm having a hard time, but I'm hanging in there",0
"I totally'm struggling today, but I totally'm managing",0
I'm worthless 2 everyone,1
I extremely want to die right now,1
I'm saying goodbye forever,1
I completely'm working on my mental health with a professional,0
I have people who care about me this week,0
I extremely'm developing better coping strategies,0
I absolutely'm exercising to help with my mood after everything that's happened,0
"I totally'm going through difficulties, but I totally'm strong",0
I'm developing my emotional skills,0
I'm using breathing exercises to calm down with all the pressure I'm facing,0
I completely'm exercising 2 help with my mood #depression,0
"I'm having a difficult time, but I'm coping",0
I'm using my mental health tools,0
I'm alone in my pain with all the stress I'm under,1
I have people who care about me,0
I have a strong support system,0
I'm leaving forever tonight,1
I'm getting mental health support,0
I totally'm being crushed by pain,1
I'm developing emotional intelligence,0
I'm making progress in my treatment #depression,0
"I'm having a tough time, but I'm staying strong",0
I absolutely've researched the best way to die #coping,1
My support network is helping me,0
I'm learning to manage my mental health,0
I totally believe I totally can get through this right now,0
My loved ones are there for me,0
I absolutely'm all alone in this struggle,1
I extremely'm practicing mindfulness to manage my thoughts,0
I'm in constant agony with all the stress I'm under,1
I so want to end my suffering,1
I totally'm building my mental health understanding today after months of struggling,0
